customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0429,Female,0,No,No,28,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,51.68,1343.0,Yes
CUST-0430,Male,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.78,585.01,Yes
CUST-0431,Female,0,No,No,1,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Credit card,101.16,99.37,No
CUST-0432,Male,1,Yes,No,37,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,111.25,3835.32,Yes
CUST-0433,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,93.01,6354.98,No
CUST-0434,Female,0,No,No,22,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Bank transfer,102.3,2026.74,No
CUST-0435,Female,0,Yes,No,70,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,65.01,4909.12,No
CUST-0436,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Credit card,56.98,1288.44,Yes
CUST-0437,Female,1,Yes,No,35,Yes,No phone service,No,No,No internet service,Month-to-month,No,Mailed check,57.27,1931.07,No
CUST-0438,Male,0,Yes,No,5,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Credit card,79.6,414.26,No
CUST-0439,Male,0,Yes,Yes,60,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Bank transfer,30.42,1734.97,No
CUST-0440,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,One year,No,Electronic check,75.95,3674.52,Yes
CUST-0441,Female,0,Yes,No,50,No,No,No,No,No,One year,Yes,Bank transfer,84.51,4277.15,Yes
CUST-0442,Male,0,Yes,No,48,Yes,No phone service,No,Yes,No,Month-to-month,No,Bank transfer,61.89,2852.03,No
CUST-0443,Female,0,No,No,6,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,113.32,666.35,Yes
CUST-0444,Female,0,No,No,56,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.82,4581.55,Yes
CUST-0445,Male,0,No,No,59,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,40.0,2551.68,No
CUST-0446,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card,65.92,1770.49,No
CUST-0447,Female,1,Yes,Yes,71,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,85.54,6160.02,Yes
CUST-0448,Male,1,No,Yes,18,Yes,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,50.36,861.83,Yes
CUST-0449,Female,0,No,No,2,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,25.96,55.05,Yes
CUST-0450,Female,0,No,Yes,8,No,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,76.34,558.23,No
CUST-0451,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Bank transfer,112.79,6320.83,No
CUST-0452,Female,0,No,No,38,Yes,No,DSL,Yes,No internet service,One year,Yes,Credit card,66.51,2363.07,No
CUST-0453,Female,1,No,No,48,Yes,No phone service,No,No,No internet service,One year,Yes,Electronic check,108.61,5313.78,No
CUST-0454,Male,0,Yes,No,27,Yes,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,101.5,2924.49,Yes
CUST-0455,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,One year,No,Credit card,32.74,688.21,No
CUST-0456,Female,0,Yes,No,12,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,88.82,1119.76,No
CUST-0457,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,61.55,2656.1,No
CUST-0458,Male,0,Yes,No,61,Yes,No phone service,No,Yes,No,One year,Yes,Mailed check,43.02,2829.3,No
CUST-0459,Male,0,No,No,31,Yes,No,DSL,No,No,One year,Yes,Mailed check,86.69,2734.74,No
CUST-0460,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,92.27,6098.47,No
CUST-0461,Male,0,Yes,No,67,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,35.99,2433.77,No
CUST-0462,Female,0,No,No,35,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer,109.44,3834.97,No
CUST-0463,Male,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,93.11,1319.09,Yes
CUST-0464,Female,0,No,No,16,Yes,No phone service,DSL,No,No,Month-to-month,No,Credit card,111.34,1797.4,Yes
CUST-0465,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,49.71,599.78,Yes
CUST-0466,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Two year,No,Mailed check,111.93,4207.21,No
CUST-0467,Male,0,No,Yes,59,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.85,3349.99,No
CUST-0468,Male,0,Yes,No,21,Yes,No,DSL,No internet service,No internet service,One year,No,Credit card,23.4,539.91,No
CUST-0469,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,94.3,4676.78,Yes
CUST-0470,Male,0,No,Yes,30,Yes,No,DSL,No internet service,Yes,One year,No,Credit card,88.35,2513.03,No
CUST-0471,Female,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,Two year,No,Credit card,77.79,4015.58,No
CUST-0472,Male,0,No,No,35,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,66.99,2295.53,Yes
CUST-0473,Female,0,No,No,38,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,21.22,800.93,No
CUST-0474,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,80.46,2674.17,Yes
CUST-0475,Female,0,Yes,No,24,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,59.68,1438.57,Yes
CUST-0476,Male,0,Yes,Yes,49,No,No phone service,No,Yes,No internet service,Two year,No,Credit card,74.02,3404.63,No
CUST-0477,Female,0,Yes,No,32,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Mailed check,60.93,2102.63,No
CUST-0478,Male,0,No,Yes,55,Yes,No phone service,No,No internet service,No,One year,Yes,Credit card,114.61,5712.35,No
CUST-0479,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,78.41,4907.42,Yes
CUST-0480,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,92.92,253.7,Yes
CUST-0481,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,111.63,7957.96,No
CUST-0482,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Electronic check,77.16,705.5,No
CUST-0483,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,19.21,500.06,Yes
CUST-0484,Male,0,No,No,68,Yes,Yes,DSL,No internet service,Yes,One year,Yes,Mailed check,21.43,1321.42,No
CUST-0485,Female,0,Yes,No,61,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,88.23,5750.65,No
CUST-0486,Male,0,No,No,29,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,45.91,1322.32,Yes
CUST-0487,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Mailed check,75.94,1325.54,No
CUST-0488,Male,0,No,No,43,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Electronic check,38.23,1711.89,No
CUST-0489,Male,0,No,No,66,No,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,45.02,2964.96,Yes
CUST-0490,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Electronic check,68.46,3917.94,No
CUST-0491,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,115.56,4487.75,Yes
CUST-0492,Male,0,No,No,25,No,No phone service,DSL,Yes,No internet service,Two year,No,Credit card,79.63,1958.1,No
CUST-0493,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Credit card,111.61,2047.21,No
CUST-0494,Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,113.94,5025.21,Yes
CUST-0495,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,38.81,888.1,No
CUST-0496,Male,1,No,No,11,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,49.12,554.42,No
CUST-0497,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No internet service,Two year,No,Credit card,95.0,5256.26,No
CUST-0498,Male,1,No,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,104.68,2678.38,Yes
CUST-0499,Female,0,No,No,69,No,No phone service,No,No internet service,No,Month-to-month,Yes,Electronic check,69.92,5276.47,Yes
CUST-0500,Male,0,Yes,No,63,No,No phone service,DSL,Yes,No,Month-to-month,No,Electronic check,117.32,7963.49,No
CUST-0501,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,19.16,1076.0,No
CUST-0502,Male,1,Yes,No,5,Yes,No phone service,DSL,No,No internet service,Two year,No,Bank transfer,47.96,221.69,No
CUST-0503,Female,0,Yes,No,51,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Mailed check,80.32,4458.76,Yes
CUST-0504,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,64.93,1352.93,No
CUST-0505,Male,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,Two year,No,Electronic check,29.66,342.48,No
CUST-0506,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,54.78,2733.72,No
CUST-0507,Male,1,Yes,No,4,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,20.54,86.64,No
CUST-0508,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,82.27,3226.17,No
CUST-0509,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,107.27,4294.34,Yes
CUST-0510,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,106.49,2795.07,No
CUST-0511,Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No,No internet service,One year,No,Electronic check,87.95,1240.99,No
CUST-0512,Male,1,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No,Two year,No,Mailed check,64.58,2217.77,No
CUST-0513,Female,0,No,No,11,Yes,No,No,No,Yes,One year,Yes,Mailed check,69.2,705.2,No
CUST-0514,Female,0,No,No,61,Yes,No,No,Yes,No internet service,One year,No,Bank transfer,31.69,1970.0,No
CUST-0515,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,52.1,928.3,No
CUST-0516,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,36.77,977.36,No
CUST-0517,Female,0,Yes,No,55,Yes,Yes,No,Yes,No,One year,Yes,Credit card,100.12,5234.09,No
CUST-0518,Female,1,No,No,54,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.48,5760.91,Yes
CUST-0519,Female,0,Yes,No,21,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,71.69,1387.5,No
CUST-0520,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,90.78,3795.88,Yes
CUST-0521,Male,0,Yes,Yes,5,No,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer,30.15,143.87,Yes
CUST-0522,Female,1,No,Yes,41,Yes,No phone service,DSL,No,No,Month-to-month,No,Electronic check,78.85,3375.53,Yes
CUST-0523,Male,1,No,No,59,No,Yes,DSL,No internet service,No,Two year,No,Bank transfer,88.28,4738.24,Yes
CUST-0524,Female,1,Yes,No,54,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,63.28,3520.45,Yes
CUST-0525,Male,0,Yes,Yes,22,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,42.33,879.37,No
CUST-0526,Male,1,No,Yes,65,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Credit card,105.74,6298.32,Yes
CUST-0527,Female,1,No,No,64,Yes,No phone service,No,Yes,No internet service,Two year,No,Electronic check,92.29,5671.25,No
CUST-0528,Female,0,No,Yes,71,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,107.99,7244.78,No
CUST-0529,Female,0,No,No,4,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Credit card,99.84,403.52,No
CUST-0530,Male,0,No,No,65,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,117.04,7390.6,Yes
CUST-0531,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,37.22,610.33,No
CUST-0532,Male,0,No,Yes,22,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Mailed check,26.67,641.14,Yes
CUST-0533,Male,0,No,Yes,47,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,51.7,2402.55,No
CUST-0534,Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,30.9,1505.29,No
CUST-0535,Female,0,Yes,No,14,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,70.31,888.52,No
CUST-0536,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,One year,No,Bank transfer,81.3,4103.87,No
CUST-0537,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,75.83,1590.4,Yes
CUST-0538,Male,0,No,No,50,Yes,No,No,No,Yes,Two year,No,Credit card,43.92,2071.68,No
CUST-0539,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,108.88,3277.69,Yes
CUST-0540,Male,0,No,No,59,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.12,1105.39,No
CUST-0541,Female,0,No,No,43,Yes,No phone service,No,No,No,One year,No,Mailed check,52.8,2243.99,No
CUST-0542,Male,0,Yes,No,12,No,No,Fiber optic,No,No internet service,One year,Yes,Credit card,89.9,1080.17,No
CUST-0543,Female,0,No,No,40,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,94.69,3697.37,No
CUST-0544,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,59.61,1177.89,No
CUST-0545,Female,0,Yes,No,38,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,19.69,743.77,Yes
CUST-0546,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,79.8,252.3,Yes
CUST-0547,Female,0,No,No,28,Yes,No phone service,No,Yes,No,Two year,Yes,Credit card,24.31,626.94,No
CUST-0548,Female,1,Yes,No,56,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,28.79,1698.96,Yes
CUST-0549,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,83.03,1120.11,No
CUST-0550,Male,1,Yes,No,66,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,49.25,3407.6,No
CUST-0551,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,52.8,2045.21,No
CUST-0552,Male,1,Yes,No,49,Yes,No phone service,DSL,No,No,One year,Yes,Bank transfer,66.68,3248.1,No
CUST-0553,Female,0,No,No,66,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,115.86,7205.39,No
CUST-0554,Male,1,No,Yes,36,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,114.54,4153.65,No
CUST-0555,Female,0,No,No,54,Yes,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer,59.63,3514.96,No
CUST-0556,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,44.55,1178.81,Yes
CUST-0557,Female,0,Yes,Yes,40,No,No,DSL,Yes,No internet service,One year,Yes,Bank transfer,48.26,1741.63,No
CUST-0558,Female,0,No,Yes,43,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,44.88,1759.9,Yes
CUST-0559,Female,0,No,No,22,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,71.22,1721.29,Yes
CUST-0560,Female,1,No,No,20,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,78.69,1439.07,Yes
CUST-0561,Male,1,No,No,8,Yes,No phone service,DSL,No,No internet service,One year,No,Mailed check,66.88,486.46,Yes
CUST-0562,Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,58.8,1655.08,Yes
CUST-0563,Male,0,No,Yes,40,Yes,No,DSL,No internet service,No internet service,Two year,No,Mailed check,39.13,1712.12,No
CUST-0564,Female,0,Yes,No,30,Yes,No,DSL,Yes,No,Two year,No,Electronic check,66.25,1915.42,No
CUST-0565,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Two year,No,Mailed check,52.11,2814.39,No
CUST-0566,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,72.16,1185.52,No
CUST-0567,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,No,Month-to-month,No,Bank transfer,85.52,3559.5,Yes
CUST-0568,Male,0,No,No,62,Yes,No phone service,No,No internet service,Yes,One year,No,Mailed check,81.33,5443.6,No
CUST-0569,Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Electronic check,64.25,451.5,No
CUST-0570,Female,0,Yes,No,45,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,73.61,3290.46,No
CUST-0571,Male,0,No,No,59,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,46.49,2940.8,No
CUST-0572,Male,0,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,20.42,1247.14,No
CUST-0573,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,80.5,3804.82,No
CUST-0574,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,43.26,1091.5,Yes
CUST-0575,Female,0,Yes,No,53,Yes,No,No,No internet service,No,One year,No,Mailed check,84.9,4783.82,No
CUST-0576,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,92.7,3181.73,No
CUST-0577,Female,0,Yes,No,51,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card,109.59,6075.95,No
CUST-0578,Female,0,No,No,37,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer,113.81,4589.87,No
CUST-0579,Female,1,Yes,No,57,No,Yes,Fiber optic,No internet service,No internet service,Two year,No,Bank transfer,19.05,1002.2,No
CUST-0580,Female,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,No,Two year,Yes,Bank transfer,117.04,1021.82,Yes
CUST-0581,Male,0,Yes,No,20,Yes,No,No,No,Yes,One year,No,Credit card,86.3,1680.53,No
CUST-0582,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Electronic check,82.35,4492.22,Yes
CUST-0583,Female,1,No,No,12,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,19.52,212.44,Yes
CUST-0584,Female,1,Yes,No,49,Yes,No phone service,No,Yes,No,Month-to-month,No,Bank transfer,104.12,5498.69,Yes
CUST-0585,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,32.55,569.02,Yes
CUST-0586,Female,0,Yes,Yes,64,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card,101.73,6697.65,No
CUST-0587,Male,0,No,No,42,Yes,No phone service,Fiber optic,No,No,Two year,Yes,Electronic check,19.56,887.6,No
CUST-0588,Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,82.6,2399.4,Yes
CUST-0589,Male,0,No,No,19,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,61.48,1147.21,No
CUST-0590,Male,1,Yes,No,11,Yes,No,No,Yes,No,One year,No,Electronic check,38.08,449.55,No
CUST-0591,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Credit card,28.76,1507.72,No
CUST-0592,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,62.01,4798.05,Yes
CUST-0593,Female,0,Yes,No,58,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,30.33,1913.99,No
CUST-0594,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,66.64,2212.44,No
CUST-0595,Female,0,Yes,No,20,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,80.52,1593.33,Yes
CUST-0596,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,100.74,4791.18,Yes
CUST-0597,Male,0,Yes,No,10,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Mailed check,85.86,886.19,No
CUST-0598,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,24.52,763.38,No
CUST-0599,Female,0,Yes,Yes,52,Yes,No,No,No,Yes,Two year,No,Credit card,48.74,2679.5,No
CUST-0600,Male,0,Yes,No,15,No,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,46.8,648.87,No
CUST-0601,Female,1,No,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,109.5,303.3,Yes
CUST-0602,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,104.78,3647.7,No
CUST-0603,Female,1,No,No,40,Yes,Yes,DSL,No,No,One year,No,Electronic check,55.01,2017.46,No
CUST-0604,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,25.12,1028.92,No
CUST-0605,Male,0,Yes,No,56,Yes,No phone service,No,No,No,Month-to-month,Yes,Credit card,107.41,5590.73,Yes
CUST-0606,Male,0,No,Yes,23,No,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,106.82,2289.78,No
CUST-0607,Female,0,No,Yes,11,Yes,No phone service,DSL,No,No internet service,One year,No,Mailed check,103.47,1027.59,No
CUST-0608,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card,102.51,6930.78,No
CUST-0609,Female,0,No,Yes,8,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,66.03,561.23,No
CUST-0610,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer,35.74,1866.15,No
CUST-0611,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,65.75,4133.98,No
CUST-0612,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No,Two year,No,Credit card,67.46,665.63,Yes
CUST-0613,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,66.99,2476.54,No
CUST-0614,Female,0,No,No,28,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,71.88,2061.5,No
CUST-0615,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,43.77,2006.82,Yes
CUST-0616,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No internet service,Two year,No,Mailed check,54.62,2067.34,No
CUST-0617,Female,1,No,Yes,13,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,61.42,726.22,No
CUST-0618,Male,0,Yes,No,36,Yes,No phone service,No,Yes,Yes,One year,No,Bank transfer,31.11,1222.8,No
CUST-0619,Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No,One year,Yes,Credit card,63.54,1510.58,No
CUST-0620,Female,1,No,No,4,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,99.05,402.5,Yes
CUST-0621,Female,1,No,No,64,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,100.81,6970.82,No
CUST-0622,Male,1,No,No,38,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Credit card,59.16,2028.62,No
CUST-0623,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,69.88,1536.9,No
CUST-0624,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,21.37,41.46,No
CUST-0625,Female,0,No,No,31,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.44,2691.19,Yes
CUST-0626,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,58.46,607.75,Yes
CUST-0627,Female,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Credit card,62.55,2626.92,No
CUST-0628,Male,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Electronic check,105.37,6697.48,No
CUST-0629,Male,0,No,No,69,Yes,No phone service,DSL,No internet service,No internet service,One year,No,Mailed check,64.18,4354.77,No
CUST-0630,Male,0,No,No,64,Yes,Yes,No,No,Yes,One year,No,Electronic check,20.12,1319.22,No
CUST-0631,Female,0,Yes,No,10,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,40.75,383.91,Yes
CUST-0632,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,65.56,2537.82,No
CUST-0633,Male,0,No,Yes,24,Yes,No phone service,No,No internet service,Yes,One year,Yes,Credit card,60.44,1468.45,No
CUST-0634,Female,0,No,No,44,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,104.04,4663.01,Yes
CUST-0635,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,72.21,4221.96,No
CUST-0636,Male,1,Yes,No,62,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,86.96,5154.35,Yes
CUST-0637,Male,0,Yes,No,17,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Electronic check,64.93,1053.85,No
CUST-0638,Female,0,No,No,65,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,61.97,3765.98,No
CUST-0639,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,62.63,3445.25,No
CUST-0640,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,59.09,3054.59,No
CUST-0641,Female,0,Yes,Yes,53,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Bank transfer,71.86,3910.51,Yes
CUST-0642,Female,0,Yes,No,56,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Electronic check,43.04,2443.53,No
CUST-0643,Male,0,No,No,9,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,107.11,941.35,Yes
